time,Price,Open,High,Low,Vol.,Change_g,Change_cal,Change_r,Change_ln,oil,sensex
1047,93.64,91.58,93.87,91.11,270.12K,0.0242,2.417149732,2.42,0.02388399,0.02,0
1048,93,93.24,93.58,92.06,240.97K,-0.0068,-0.683468603,-0.68,-0.006858149,-0.01,0
1049,94.5,92.7,94.69,92.43,214.61K,0.0161,1.612903226,1.61,0.016000341,0.02,0
1050,93.46,94.42,94.62,92.86,277.50K,-0.011,-1.100529101,-1.1,-0.011066297,-0.01,-0.01
1051,91.03,93.08,93.26,90.11,332.38K,-0.026,-2.600042799,-2.6,-0.026344415,-0.03,0
1052,93.99,91,94.25,90.65,310.81K,0.0325,3.251675272,3.25,0.031999271,0.03,-0.02
1053,95.61,93.99,96.04,93.56,297.52K,0.0172,1.723587616,1.72,0.017089023,0.02,0
1054,96.16,95.58,97.17,94.85,271.00K,0.0058,0.575253635,0.58,0.005736054,0.01,0.02
1055,95.62,95.79,96.26,94.92,260.14K,-0.0056,-0.56156406,-0.56,-0.005631468,-0.01,0.01
1056,96.62,95.56,96.77,95.24,276.32K,0.0105,1.045806317,1.05,0.010403756,0.01,0
1057,96.39,96.6,96.77,95.35,272.20K,-0.0024,-0.238045953,-0.24,-0.002383297,0,0
1058,96.04,96.16,96.24,93.37,354.12K,-0.0036,-0.363108206,-0.36,-0.00363769,0,-0.02
1059,95.17,95.76,95.81,94.47,297.04K,-0.0091,-0.905872553,-0.91,-0.009100005,-0.01,-0.01
1060,94.21,94.93,95.66,93.85,269.40K,-0.0101,-1.008721236,-1.01,-0.010138433,-0.01,0
1061,94.3,94.13,94.44,92.13,360.68K,0.001,0.09553126,0.1,0.000954857,0,0
1062,95.16,94.34,95.57,93.23,297.86K,0.0091,0.911983033,0.91,0.009078496,0.01,0
1063,96.02,95.15,96.45,94.79,187.75K,0.009,0.903741068,0.9,0.008996818,0.01,0
1064,96.71,95.93,97.11,95.23,118.62K,0.0072,0.718600292,0.72,0.007160307,0.01,0
1065,96.16,96.7,96.97,95.5,-,-0.0057,-0.568710578,-0.57,-0.005703339,-0.01,-0.02
1066,94.28,95.9,96.19,94.01,336.50K,-0.0196,-1.955074875,-1.96,-0.019744393,-0.02,-0.01
1067,94.25,94.18,94.46,92.21,323.63K,-0.0003,-0.03182011,-0.03,-0.000318252,0,-0.01
1068,94.15,94.37,94.39,93.04,203.99K,-0.0011,-0.106100796,-0.11,-0.001061571,0,0.02
1069,93.83,93.54,94.03,93.25,-,-0.0033,-0.339883165,-0.34,-0.003404621,0,0.01
1070,95.01,93.89,95.92,93.23,240.99K,0.0125,1.25759352,1.26,0.012497515,0.01,-0.01
1071,93.13,95.05,95.22,92.83,293.46K,-0.0198,-1.97873908,-1.98,-0.019985783,-0.02,0
1072,93.61,92.89,93.99,91.65,294.86K,0.0052,0.515408569,0.52,0.005140849,0.01,-0.03
1073,91.97,93.64,93.85,91.56,267.98K,-0.0175,-1.751949578,-1.75,-0.017674778,-0.02,0
1074,93.45,91.73,93.7,91.26,287.47K,0.0161,1.609220398,1.61,0.015964097,0.02,-0.01
1075,93.31,93.35,94.41,92.38,301.14K,-0.0015,-0.149812734,-0.15,-0.001499251,0,0
1076,93.74,93.86,94.48,93.41,268.91K,0.0046,0.460829493,0.46,0.004597709,0,0
1077,94.76,93.7,95.32,93.69,267.16K,0.0109,1.088116066,1.09,0.010822387,0.01,0.02
1078,96.03,94.72,96.39,93.72,330.83K,0.0134,1.340227944,1.34,0.013313263,0.01,0.03
1079,95.77,96.09,96.25,95.19,234.60K,-0.0027,-0.270748724,-0.27,-0.002711159,0,0.01
1080,95.38,95.76,95.91,94.04,257.47K,-0.0041,-0.407225645,-0.41,-0.004080571,0,-0.01
1081,95.88,94.89,96.45,94.46,244.87K,0.0052,0.524218914,0.52,0.005228497,0.01,-0.01
1082,96.69,95.77,96.92,95.02,224.45K,0.0084,0.844806008,0.84,0.008412575,0.01,0.01
1083,97.85,96.64,98.25,96.42,240.91K,0.012,1.199710415,1.2,0.011925709,0.01,0
1084,97.77,97.85,98.74,97.38,242.79K,-0.0008,-0.081757793,-0.08,-0.000817912,0,-0.01
1085,98.44,97.93,98.67,97.41,145.62K,0.0069,0.685281784,0.69,0.006829444,0.01,0.01
1086,98.24,98.59,99.01,97.57,111.30K,-0.002,-0.203169443,-0.2,-0.002033761,0,-0.01
1087,95.4,98.02,98.03,94.89,26.73K,-0.0289,-2.890879479,-2.89,-0.029334886,-0.03,0.02
1088,93.69,94.96,95.84,93.12,340.90K,-0.0179,-1.79245283,-1.79,-0.018087118,-0.02,0.01
1089,95.18,93.85,95.59,92.67,315.82K,0.0159,1.590351158,1.59,0.015778376,0.02,0
1090,95.32,95.02,96.17,94.59,267.54K,0.0015,0.147089725,0.15,0.001469817,0,-0.01
1091,95.5,95.17,95.7,93.68,291.42K,0.0019,0.1888376,0.19,0.001886595,0,0
1092,97.05,95.52,97.41,95.35,269.31K,0.0162,1.623036649,1.62,0.016100062,0.02,0.01
1093,96.56,96.81,97.82,96.33,247.61K,-0.005,-0.504894384,-0.5,-0.005061733,-0.01,0
1094,97.99,96.58,98.28,96.07,229.19K,0.0148,1.48094449,1.48,0.014700856,0.01,0
1095,99.6,98.06,99.87,97.78,285.78K,0.0164,1.643024798,1.64,0.016296732,0.02,0.01
1096,101.24,99.61,102.18,99.59,353.25K,0.0165,1.646586345,1.65,0.016331771,0.02,-0.01
1097,101.4,101.27,101.57,100.71,-,0.0016,0.1580403,0.16,0.001579155,0,-0.01
1098,103.22,101.09,103.68,100.71,256.03K,0.0179,1.794871795,1.79,0.017789542,0.02,0
1099,103.14,103.95,104.12,102.13,253.20K,-0.0008,-0.07750436,-0.08,-0.000775344,0,-0.01
1100,103.53,103,104.76,102.31,285.67K,0.0038,0.378126818,0.38,0.003774137,0,-0.01
1101,106.52,104.57,106.66,104.21,404.82K,0.0289,2.888051772,2.89,0.028471335,0.03,0
1102,104.91,106.15,107.45,104.31,316.73K,-0.0151,-1.511453248,-1.51,-0.015229921,-0.02,0
1103,105.95,104.58,106.33,104.36,234.76K,0.0099,0.991325898,0.99,0.009864445,0.01,-0.01
1104,106.32,106.05,106.63,104.65,210.81K,0.0035,0.349221331,0.35,0.00348613,0,0
1105,106,106.44,107.18,105.66,250.92K,-0.003,-0.300978179,-0.3,-0.00301432,0,-0.02
1106,106.48,105.78,106.6,105.11,262.79K,0.0045,0.452830189,0.45,0.00451808,0,0
1107,108.04,106.56,108.43,106.15,155.96K,0.0147,1.465063862,1.47,0.014544355,0.01,0.01
1108,108.05,108.12,109.32,107.48,112.37K,0.0001,0.009255831,0.01,9.2554E-05,0,0.01
1109,106.91,108.34,108.79,106.43,29.38K,-0.0106,-1.055067099,-1.06,-0.010606724,-0.01,0.01
1110,107.23,107,107.55,105.46,241.64K,0.003,0.299317183,0.3,0.002988701,0,0.01
1111,105.39,107.36,107.52,104.79,278.26K,-0.0172,-1.715937704,-1.72,-0.017308305,-0.02,-0.04
1112,105.49,105.37,105.87,104.08,270.58K,0.0009,0.094885663,0.09,0.000948407,0,-0.02
1113,104.7,105.56,105.63,103.9,208.86K,-0.0075,-0.74888615,-0.75,-0.007517044,-0.01,0
1114,104.55,104.61,105.37,103.87,206.33K,-0.0014,-0.143266476,-0.14,-0.001433692,0,-0.02
1115,103.08,104.52,104.54,102.67,235.61K,-0.0141,-1.406025825,-1.41,-0.01416004,-0.01,0.02
1116,105.03,103.15,105.43,102.93,299.13K,0.0189,1.891734575,1.89,0.018740638,0.02,0.01
1117,107.89,105.26,108.06,105.1,267.59K,0.0272,2.723031515,2.72,0.026866166,0.03,0
1118,106.94,107.8,108.82,106.45,249.31K,-0.0088,-0.880526462,-0.88,-0.00884426,-0.01,-0.03
1119,106.56,106.84,107.69,105.7,204.86K,-0.0036,-0.355339443,-0.36,-0.003559723,0,0
1120,105.3,106.48,107.27,104.86,273.00K,-0.0118,-1.182432432,-1.18,-0.011894788,-0.01,0.02
1121,104.37,105.68,105.77,104.1,294.24K,-0.0088,-0.883190883,-0.88,-0.008871141,-0.01,0.01
1122,103.4,104.18,104.96,102.22,320.07K,-0.0093,-0.929385839,-0.93,-0.009337316,-0.01,0.01
1123,105.97,103.87,106.24,103.62,303.80K,0.0249,2.48549323,2.49,0.024551073,0.02,-0.04
1124,106.11,105.84,106.46,105.03,257.14K,0.0013,0.132112862,0.13,0.001320257,0,0.02
1125,106.83,106.15,107.2,105.56,276.77K,0.0068,0.678541137,0.68,0.006762494,0.01,0.02
1126,106.85,106.54,107.06,105.6,270.92K,0.0002,0.018721333,0.02,0.000187196,0,0.02
1127,107.33,106.98,107.87,106.6,251.87K,0.0045,0.44922789,0.45,0.004482219,0,0.04
1128,107.46,107.18,108.17,106.56,179.86K,0.0012,0.121121774,0.12,0.001210485,0,0
1129,107.1,107.78,107.8,106.56,102.78K,-0.0034,-0.335008375,-0.34,-0.003355708,0,-0.01
1130,104.97,106.93,107.1,104.5,39.88K,-0.0199,-1.988795518,-1.99,-0.020088382,-0.02,0
1131,103.85,105.18,105.35,103.5,259.24K,-0.0107,-1.066971516,-1.07,-0.010727045,-0.01,0
1132,105.03,103.86,105.25,103.53,204.69K,0.0114,1.136254213,1.14,0.011298473,0.01,0
1133,106.42,105.22,106.94,104.3,259.55K,0.0132,1.323431401,1.32,0.013147506,0.01,0.01
1134,105.92,106.91,107.37,105.56,166.00K,-0.0047,-0.469836497,-0.47,-0.004709437,0,0.03
1135,109.01,106.14,109.32,105.88,295.93K,0.0292,2.917296073,2.92,0.028755529,0.03,-0.02
1136,110.1,109.22,112.24,109.11,336.17K,0.01,0.999908265,1,0.009949423,0.01,-0.02
1137,108.8,109.53,110.07,107.72,250.04K,-0.0118,-1.180744777,-1.18,-0.011877709,-0.01,0
1138,107.65,108.17,108.75,106.75,239.63K,-0.0106,-1.056985294,-1.06,-0.010626111,-0.01,0
1139,106.75,105.91,107.29,105.86,-,-0.0084,-0.836042731,-0.84,-0.008395572,-0.01,0
1140,108.54,107.07,108.83,104.21,288.02K,0.0168,1.676814988,1.68,0.016629117,0.02,-0.01
1141,107.23,108.44,108.61,106.77,224.38K,-0.0121,-1.206928321,-1.21,-0.012142708,-0.01,-0.02
1142,108.37,107.59,108.54,107.13,184.89K,0.0106,1.063135317,1.06,0.010575238,0.01,0.01
1143,110.53,108.52,110.7,108.12,269.87K,0.0199,1.993171542,1.99,0.019735679,0.02,0.02
1144,109.52,110.28,110.46,108.76,266.92K,-0.0091,-0.913779065,-0.91,-0.009179796,-0.01,0
1145,107.39,108.92,108.95,106.39,325.31K,-0.0194,-1.944850256,-1.94,-0.019640113,-0.02,0
1146,107.56,107.36,108.09,106.53,238.24K,0.0016,0.158301518,0.16,0.001581764,0,0
1147,108.6,107.77,109.16,107.3,249.78K,0.0097,0.966902194,0.97,0.009622576,0.01,0.01
1148,108.21,108.64,108.74,107.23,207.04K,-0.0036,-0.359116022,-0.36,-0.003597624,0,0
1149,106.59,107.5,108,106.06,282.89K,-0.015,-1.497088994,-1.5,-0.015084085,-0.02,0.01
1150,105.42,106.22,106.43,104.94,304.85K,-0.011,-1.097663946,-1.1,-0.011037327,-0.01,0
1151,108.07,105.53,108.49,105.32,199.89K,0.0251,2.513754506,2.51,0.024826794,0.02,0
1152,106.39,108.22,108.99,106.08,139.84K,-0.0155,-1.554547978,-1.55,-0.015667578,-0.02,-0.01
1153,104.68,106.37,106.46,104.32,39.27K,-0.0161,-1.607293919,-1.61,-0.01620351,-0.02,0.02
1154,103.59,104.89,105.12,103.12,223.39K,-0.0104,-1.041268628,-1.04,-0.010467278,-0.01,0
1155,103.13,103.44,103.64,102.3,259.54K,-0.0044,-0.444058307,-0.44,-0.004450472,0,0
1156,102.66,103.41,103.96,102.2,236.20K,-0.0046,-0.455735479,-0.46,-0.004567771,0,0
1157,103.03,102.3,103.29,102.2,183.78K,0.0036,0.360413014,0.36,0.003597651,0,0
1158,102.87,102.91,103.77,102.36,232.30K,-0.0016,-0.155294574,-0.16,-0.001554153,0,0
1159,102.33,102.46,102.76,101.05,226.71K,-0.0052,-0.524934383,-0.52,-0.00526317,-0.01,-0.01
1160,102.04,102.31,102.58,101.06,223.03K,-0.0028,-0.283396853,-0.28,-0.002837992,0,0.02
1161,104.1,101.62,104.23,101.43,300.53K,0.0202,2.018816151,2.02,0.019987082,0.02,0.01
1162,103.31,103.82,104.38,102.87,226.23K,-0.0076,-0.758885687,-0.76,-0.007617799,-0.01,0.01
1163,103.84,102.92,104.19,102.9,165.20K,0.0051,0.513019069,0.51,0.005117076,0.01,0
1164,103.03,103.45,103.74,101.86,269.03K,-0.0078,-0.780046225,-0.78,-0.007831045,-0.01,0
1165,103.49,103.16,104.08,102.85,194.20K,0.0045,0.446471901,0.45,0.004454782,0,-0.01
1166,101.61,103.49,103.75,101.18,283.13K,-0.0182,-1.816600638,-1.82,-0.018333034,-0.02,0
1167,103.01,101.46,103.57,101.16,296.86K,0.0138,1.377817144,1.38,0.013684115,0.01,0
1168,102.02,102.94,102.95,100.6,298.22K,-0.0096,-0.961071741,-0.96,-0.009657198,-0.01,-0.01
1169,102.41,101.37,102.62,101.06,170.67K,0.0038,0.382277985,0.38,0.003815492,0,-0.01
1170,101.21,102.19,102.46,100.87,240.22K,-0.0117,-1.17176057,-1.17,-0.011786798,-0.01,-0.01
1171,102.29,100.88,102.97,100.75,235.24K,0.0107,1.067088232,1.07,0.01061435,0.01,0
1172,100.67,102.13,102.32,100.03,266.63K,-0.0158,-1.583732525,-1.58,-0.015964076,-0.02,0.01
1173,100.81,100.72,101.71,100.51,116.68K,0.0014,0.139068243,0.14,0.001389716,0,0.02
1174,99.22,100.63,100.95,98.98,90.82K,-0.0158,-1.577224482,-1.58,-0.01589795,-0.02,0
1175,97.8,99.06,99.77,97.5,30.73K,-0.0143,-1.431163072,-1.43,-0.01441503,-0.01,-0.01
1176,96.86,98.12,98.29,96.16,356.19K,-0.0096,-0.961145194,-0.96,-0.00965794,-0.01,-0.02
1177,97.11,97.1,97.69,95.95,248.74K,0.0026,0.258104481,0.26,0.00257772,0,0
1178,97.85,97.19,98.06,96.99,192.63K,0.0076,0.762022449,0.76,0.007591337,0.01,0.02
1179,98.68,97.88,98.82,97.37,230.16K,0.0085,0.848237098,0.85,0.008446598,0.01,-0.01
1180,98.2,98.54,98.57,97.69,183.24K,-0.0049,-0.486420754,-0.49,-0.004876076,0,0
1181,96.77,97.77,97.82,96.55,268.14K,-0.0146,-1.456211813,-1.46,-0.014669186,-0.01,0.01
1182,96.38,96.62,97.03,96.03,255.40K,-0.004,-0.403017464,-0.4,-0.004038318,0,0.01
1183,94.61,96.32,96.65,94.36,282.14K,-0.0184,-1.836480598,-1.84,-0.018535532,-0.02,0.01
1184,94.62,94.52,95.11,94.06,219.11K,0.0001,0.010569707,0.01,0.000105691,0,0
1185,93.37,94.47,94.9,93.07,226.45K,-0.0132,-1.321073769,-1.32,-0.013298776,-0.01,-0.01
1186,94.8,93.74,95.4,93.65,282.72K,0.0153,1.53154118,1.53,0.015199315,0.02,0.01
1187,94.2,94.91,95.31,93.8,260.60K,-0.0063,-0.632911392,-0.63,-0.006349228,-0.01,0
1188,94.6,94.36,94.92,93.9,241.69K,0.0042,0.42462845,0.42,0.004237294,0,0.02
1189,95.14,94.45,95.38,94.11,206.72K,0.0057,0.570824524,0.57,0.005692015,0.01,0
1190,93.04,95,95.22,92.86,353.69K,-0.0221,-2.207273492,-2.21,-0.022319983,-0.02,0
1191,93.88,93.07,94.54,92.93,305.01K,0.009,0.902837489,0.9,0.008987863,0.01,-0.01
1192,93.76,93.5,94.43,92.51,315.07K,-0.0013,-0.127822752,-0.13,-0.001279045,0,-0.01
1193,93.84,93.89,94.55,93.58,204.37K,0.0009,0.085324232,0.09,0.000852879,0,0
1194,93.03,93.78,94.3,92.72,169.44K,-0.0086,-0.863171355,-0.86,-0.008669183,-0.01,0
1195,93.34,93,93.46,92.43,131.46K,0.0033,0.333225841,0.33,0.003326719,0,0.01
1196,93.33,93.33,93.93,92.73,27.44K,-0.0001,-0.01071352,-0.01,-0.000107141,0,-0.01
1197,95.44,93.73,95.63,93.47,222.14K,0.0226,2.260795028,2.26,0.022356178,0.02,0.02
1198,94.84,95.29,95.57,94.05,257.84K,-0.0063,-0.628667225,-0.63,-0.006306517,-0.01,0
1199,94.09,94.15,94.5,93.08,270.86K,-0.0079,-0.790805567,-0.79,-0.00793949,-0.01,0
1200,93.68,94.21,94.69,93.43,160.18K,-0.0044,-0.435753002,-0.44,-0.004367052,0,0
1201,92.3,93.5,93.6,91.77,230.88K,-0.0147,-1.473099915,-1.47,-0.014840578,-0.01,0.01
1202,92.28,92.19,92.36,92.08,-,-0.0003,-0.021668472,-0.02,-0.000216708,0,0
1203,92.72,92.33,93.9,92.06,143.21K,0.0048,0.47680971,0.48,0.004756766,0,0
1204,93.82,92.71,94.08,92.56,234.80K,0.0119,1.186367558,1.19,0.011793854,0.01,0
1205,96.04,93.86,96.96,93.67,319.27K,0.0237,2.366233213,2.37,0.023386718,0.02,-0.01
1206,97.2,96.9,97.58,96.3,325.86K,0.0121,1.207830071,1.21,0.01200594,0.01,0
1207,97.38,97.33,97.99,97.01,216.39K,0.0019,0.185185185,0.19,0.001850139,0,0
1208,97.65,97.38,98.07,97.08,223.94K,0.0028,0.277264325,0.28,0.002768807,0,0
1209,97.34,97.66,97.97,97.1,210.09K,-0.0032,-0.317460317,-0.32,-0.003179653,0,0
1210,98.51,97.25,98.74,97.24,264.84K,0.012,1.201972468,1.2,0.011948061,0.01,0
1211,97.44,98.65,98.75,97.2,274.19K,-0.0109,-1.086184144,-1.09,-0.010921262,-0.01,0
1212,97.5,97.55,98.18,97.31,205.75K,0.0006,0.061576355,0.06,0.000615574,0,0.02
1213,96.6,97.58,97.62,96.26,233.16K,-0.0092,-0.923076923,-0.92,-0.009273637,-0.01,0
1214,97.48,96.55,97.69,96.21,187.59K,0.0091,0.910973085,0.91,0.009068488,0.01,0.01
1215,97.22,97.3,97.9,97,120.13K,-0.0027,-0.266721379,-0.27,-0.002670777,0,0
1216,97.8,97.3,98.01,97.02,84.63K,0.006,0.596585065,0.6,0.005948125,0.01,-0.01
1217,98.77,97.69,99.17,97.5,23.58K,0.0099,0.991820041,0.99,0.009869338,0.01,0.01
1218,99.32,98.7,99.4,98.54,151.28K,0.0056,0.556849246,0.56,0.005553046,0.01,0
1219,98.91,99.2,99.31,98.64,107.27K,-0.0041,-0.412807088,-0.41,-0.004136615,0,0
1220,99.22,98.62,99.3,98.53,51.88K,0.0031,0.313416237,0.31,0.003129261,0,0
1221,99.55,99.2,99.7,99.05,65.67K,0.0033,0.332594235,0.33,0.003320424,0,-0.01
1222,100.32,99.63,100.75,99.37,127.20K,0.0077,0.773480663,0.77,0.007705046,0.01,-0.02
1223,99.29,100.15,100.42,99.13,118.36K,-0.0103,-1.026714514,-1.03,-0.010320216,-0.01,0
1224,98.42,99.25,99.39,98.15,113.91K,-0.0088,-0.87622117,-0.88,-0.008800826,-0.01,0
1225,98.7,98.61,98.76,98.54,-,0.0028,0.284495021,0.28,0.002840911,0,-0.01
1226,95.44,98.5,98.97,95.34,251.25K,-0.033,-3.302938197,-3.3,-0.033587169,-0.03,0
1227,93.96,95.47,95.74,93.86,215.52K,-0.0155,-1.55071249,-1.55,-0.015628618,-0.02,-0.01
1228,93.43,94.18,94.59,93.2,189.38K,-0.0056,-0.564069817,-0.56,-0.005656667,-0.01,0
1229,93.67,93.6,94.22,93.35,177.18K,0.0026,0.256876806,0.26,0.002565474,0,0
1230,92.33,93.96,94.18,92.26,244.86K,-0.0143,-1.430554073,-1.43,-0.014408851,-0.01,0
1231,91.66,92.58,92.93,91.24,255.78K,-0.0073,-0.725657966,-0.73,-0.007283037,-0.01,0
1232,92.72,92.3,93.38,91.99,255.99K,0.0116,1.156447742,1.16,0.01149812,0.01,0
1233,91.8,92.83,92.88,91.43,212.21K,-0.0099,-0.992234685,-0.99,-0.009971901,-0.01,0
1234,92.59,91.51,92.88,91.5,243.47K,0.0086,0.860566449,0.86,0.008568847,0.01,0
1235,94.17,92.65,94.64,92.43,263.30K,0.0171,1.706447781,1.71,0.016920515,0.02,-0.01
1236,93.96,94.29,94.64,93.6,165.14K,-0.0022,-0.223000956,-0.22,-0.0022325,0,0.01
1237,94.37,94.17,94.94,93.94,119.89K,0.0044,0.436355896,0.44,0.004354066,0,0
1238,93.93,94.31,94.31,93.66,-,-0.0046,-0.466249868,-0.47,-0.004673402,0,0.01
1239,94.99,94,95.23,93.43,35.63K,0.0112,1.128499947,1.13,0.011221799,0.01,0
1240,96.73,95.2,96.89,95.12,252.35K,0.0183,1.831771765,1.83,0.018151969,0.02,-0.01
1241,97.32,96.69,97.84,96.41,274.08K,0.0061,0.609945208,0.61,0.006080926,0.01,0.01
1242,96.64,97.37,97.8,96.25,239.67K,-0.007,-0.698725853,-0.7,-0.007011784,-0.01,0.01
1243,95.72,96.9,97.18,95.21,235.11K,-0.0095,-0.951986755,-0.95,-0.009565471,-0.01,0
1244,97.41,95.66,97.66,95.63,206.49K,0.0177,1.765566235,1.77,0.017501612,0.02,0.01
1245,97.36,97.17,97.75,96.32,200.49K,-0.0005,-0.051329432,-0.05,-0.000513426,0,0.01
1246,98.23,97.42,98.59,97.33,199.42K,0.0089,0.893590797,0.89,0.008896219,0.01,-0.01
1247,97.49,97.97,98.39,97.1,253.46K,-0.0075,-0.753334012,-0.75,-0.007561859,-0.01,0.01
1248,96.43,97.4,97.94,96.26,293.31K,-0.0109,-1.087291004,-1.09,-0.010932452,-0.01,0
1249,97.19,96.53,97.82,96.37,204.28K,0.0079,0.788136472,0.79,0.007850469,0.01,0.01
1250,97.38,97.67,98.26,96.8,237.67K,0.002,0.195493364,0.2,0.001953025,0,0.02
1251,97.84,97.25,98.83,97.25,234.28K,0.0047,0.472376258,0.47,0.004712641,0,0
1252,99.88,97.97,100.24,97.11,270.41K,0.0209,2.085036795,2.09,0.020635974,0.02,0
1253,100.06,100.05,100.55,99.11,251.13K,0.0018,0.18021626,0.18,0.001800541,0,0
1254,99.94,99.97,100.6,99.6,233.93K,-0.0012,-0.119928043,-0.12,-0.0012,0,0
1255,100.37,100.46,101.38,100.04,318.69K,0.0043,0.430258155,0.43,0.004293352,0,0
1256,100.35,100.27,100.66,99.4,221.72K,-0.0002,-0.019926273,-0.02,-0.000199283,0,0
1257,100.3,100.34,100.47,99.43,229.78K,-0.0005,-0.04982561,-0.05,-0.00049838,0,0
1258,100.58,100.59,100.83,100.23,-,0.0028,0.279162512,0.28,0.002787736,0,0
1259,102.43,100.32,103.25,100.23,177.37K,0.0183,1.839331875,1.84,0.018226208,0.02,0
1260,103.31,103.14,103.8,102.4,116.16K,0.0086,0.859123304,0.86,0.008554538,0.01,0
1261,102.92,103.41,103.5,102.75,36.26K,-0.0038,-0.377504598,-0.38,-0.003782189,0,0.01
1262,102.2,102.87,102.92,101.69,173.26K,-0.007,-0.699572483,-0.7,-0.00702031,-0.01,0
1263,102.82,102.29,103.45,101.97,177.86K,0.0061,0.60665362,0.61,0.006048209,0.01,0
1264,101.83,102.8,102.84,101.02,187.22K,-0.0096,-0.962847695,-0.96,-0.00967513,-0.01,0.01
1265,102.59,102.04,102.9,101.58,196.52K,0.0075,0.746341942,0.75,0.007435706,0.01,0.01
1266,102.4,102.57,103.08,101.75,196.49K,-0.0019,-0.185203236,-0.19,-0.001853749,0,0
1267,102.59,102.15,102.96,101.8,178.28K,0.0019,0.185546875,0.19,0.001853749,0,0
1268,104.92,103,105.22,102.95,295.82K,0.0227,2.271176528,2.27,0.022457693,0.02,0
1269,103.33,104.89,104.96,102.85,210.01K,-0.0152,-1.515440335,-1.52,-0.015270405,-0.02,0
1270,101.45,103.35,103.53,100.85,267.84K,-0.0182,-1.819413529,-1.82,-0.018361684,-0.02,-0.01
1271,101.56,101.04,102.08,100.13,291.85K,0.0011,0.108427797,0.11,0.001083691,0,0
1272,102.58,101.97,102.91,101.57,226.15K,0.01,1.004332414,1,0.009993225,0.01,0.02
1273,101.12,102.75,102.82,100.85,225.29K,-0.0142,-1.423279392,-1.42,-0.014335052,-0.01,0
1274,100.03,100.94,101.52,99.32,294.20K,-0.0108,-1.077927215,-1.08,-0.010837789,-0.01,0
1275,97.99,99.48,99.6,97.55,416.93K,-0.0204,-2.039388184,-2.04,-0.020604708,-0.02,-0.01
1276,98.2,98.1,98.6,97.67,268.07K,0.0021,0.214307582,0.21,0.002140783,0,-0.01
1277,98.89,98.25,99.28,98.06,226.30K,0.007,0.702647658,0.7,0.007001906,0.01,0.02
1278,98.08,99.39,99.39,97.37,227.39K,-0.0082,-0.81909192,-0.82,-0.008224649,-0.01,0.01
1279,99.7,97.97,99.78,97.75,192.51K,0.0165,1.651712887,1.65,0.016382205,0.02,0
1280,100.37,99.53,100.47,99.34,110.32K,0.0067,0.672016048,0.67,0.006697681,0.01,0.01
1281,99.43,100.39,100.82,99.08,33.88K,-0.0094,-0.936534821,-0.94,-0.009409479,-0.01,-0.01
1282,99.46,98.59,100.25,98.25,191.29K,0.0003,0.03017198,0.03,0.000301674,0,0
1283,99.6,99.49,100.29,99.05,151.71K,0.0014,0.140760105,0.14,0.001406611,0,-0.01
1284,99.19,99.43,100.25,98.8,217.01K,-0.0041,-0.411646586,-0.41,-0.004124962,0,0
1285,100.26,99.18,100.46,99.1,211.37K,0.0108,1.078737776,1.08,0.010729609,0.01,0
1286,101.28,100.3,101.7,100.03,202.20K,0.0102,1.017354877,1.02,0.010122147,0.01,0
1287,101.67,101.34,102.24,101.18,166.33K,0.0039,0.38507109,0.39,0.003843316,0,0
1288,101.58,101.69,101.97,100.88,167.57K,-0.0009,-0.088521688,-0.09,-0.000885609,0,-0.01
1289,99.74,101.53,101.57,99.28,237.56K,-0.0181,-1.811380193,-1.81,-0.018279865,-0.02,0
1290,99.62,99.64,99.83,98.86,231.60K,-0.0012,-0.120312813,-0.12,-0.001203852,0,0.03
1291,100.29,99.29,100.49,99.07,195.43K,0.0067,0.672555712,0.67,0.006703041,0.01,0.02
1292,101.14,100.38,101.63,100.28,193.53K,0.0085,0.847542128,0.85,0.008439707,0.01,0.01
1293,100.44,100.91,101.32,99.92,254.88K,-0.0069,-0.692109947,-0.69,-0.006945161,-0.01,0
1294,102.56,100.69,102.71,100.68,299.55K,0.0211,2.110712863,2.11,0.020887459,0.02,0
1295,103.6,102.35,103.77,102.03,324.66K,0.0101,1.014040562,1.01,0.010089337,0.01,0.01
1296,103.4,103.44,103.81,103.1,222.17K,-0.0019,-0.193050193,-0.19,-0.001932368,0,0.01
1297,103.74,103.34,104.44,103.01,261.92K,0.0033,0.328820116,0.33,0.003282807,0,0
1298,104.05,103.56,104.55,103.34,237.21K,0.003,0.298823983,0.3,0.002983784,0,0
1299,103.75,103.6,104.05,102.91,215.85K,-0.0029,-0.288322922,-0.29,-0.002887394,0,0
1300,103.76,103.76,104.99,103.12,279.39K,0.0001,0.009638554,0.01,9.63809E-05,0,0.01
1301,104.3,103.84,104.78,103.54,191.34K,0.0052,0.520431766,0.52,0.005190822,0.01,0
1302,104.37,104.54,104.77,103.85,115.10K,0.0007,0.067114094,0.07,0.000670916,0,-0.01
1303,102.13,104.36,104.36,101.69,46.49K,-0.0215,-2.146210597,-2.15,-0.021695766,-0.02,0
1304,101.44,101.86,102.08,101.2,250.65K,-0.0068,-0.675609517,-0.68,-0.006779021,-0.01,-0.01
1305,101.94,101.54,102.35,101.4,202.28K,0.0049,0.492902208,0.49,0.004916914,0,0
1306,100.6,101.93,102.05,100.48,221.60K,-0.0131,-1.314498725,-1.31,-0.013232147,-0.01,0.02
